"GUID","synth1","synth3","synth4","synth2","synth round 1 age","synth round 2 age","synth round 3 age","synth round 4 age"
642786436,,8088,,,"25-34","25-34","25-34","35-44"
-1636885331,,6034,,6034,"25-34","35-44","35-44","35-44"
-1479228811,2157,,,,"35-44","45-54","45-54","45-54"
1540713479,4443,,,,"25-34","25-34","35-44","35-44"
178393260,,,16321,,"16-24","16-24","25-34","25-34"
-969748868,,7793,,,"35-44","35-44","45-54","45-54"
-942304465,3791,4803,,,"55-64","55-64","65-74","65-74"
-760538082,,,10210,,"0-15","16-24","25-34","25-34"
-268804478,448,,,,"25-34","25-34","35-44","35-44"
-1999796566,4896,,,,"16-24","25-34","25-34","35-44"
-1713345080,,,16331,,"16-24","16-24","25-34","25-34"
925956521,,,12831,,"0-15","16-24","16-24","25-34"
1136542367,,,,5184,"25-34","25-34","35-44","35-44"
692363094,591,,,,"35-44","35-44","45-54","45-54"
10681484,1824,,,,"25-34","25-34","35-44","35-44"
916850240,1647,,,,"25-34","25-34","35-44","35-44"
-2120174276,3303,,,,"25-34","25-34","35-44","35-44"
-499424388,"3271,6063",3298,3298,3298,"45-54","45-54","55-64","55-64"
-1359463593,,,,3518,"16-24","25-34","25-34","25-34"
604347357,2085,,,,"25-34","25-34","35-44","35-44"
985724970,,9430,,,"25-34","25-34","35-44","35-44"
-1571072832,,4678,,4678,"16-24","25-34","25-34","25-34"
1091095236,2958,,,,"25-34","25-34","25-34","35-44"
1334349548,,,,5283,"16-24","16-24","25-34","25-34"
60847940,4854,,,,"25-34","25-34","35-44","35-44"
1311389162,,8378,,,"16-24","25-34","25-34","35-44"
462237099,,7806,,,"16-24","16-24","25-34","25-34"
795271332,,5801,,,"35-44","35-44","45-54","45-54"
2069808367,,,,4524,"16-24","25-34","25-34","35-44"
1273736672,,,,5302,"16-24","16-24","25-34","25-34"
892958265,,,,4475,"35-44","45-54","45-54","55-64"
373579859,"5579,6319",,,3071,"25-34","25-34","35-44","35-44"
-1885541886,2283,,,,"35-44","35-44","45-54","45-54"
-1988743424,2294,,,,"25-34","25-34","35-44","35-44"
1822962865,2102,,,,"45-54","45-54","55-64","55-64"
608061117,,,10320,,"16-24","16-24","25-34","25-34"
-915778603,,8123,,,"45-54","45-54","55-64","55-64"
-1831807446,231,,,,"35-44","35-44","35-44","45-54"
2034363140,4515,,,,"16-24","25-34","25-34","35-44"
-415993243,,7021,,,"45-54","45-54","55-64","55-64"
697534111,669,,,,"55-64","55-64","65-74","65-74"
120526955,5414,,,,"16-24","25-34","25-34","35-44"
1650379286,4087,,,,"35-44","45-54","45-54","55-64"
-1897038913,1152,,,,"16-24","25-34","25-34","35-44"
-338163483,5528,,,,"25-34","25-34","35-44","35-44"
-417450044,,,,5290,"35-44","35-44","45-54","45-54"
2036304533,,,,4742,"25-34","25-34","35-44","35-44"
-1909476668,,,,2138,"35-44","45-54","45-54","55-64"
1219146679,,7947,,,"25-34","25-34","35-44","35-44"
1773840109,,,12782,,"16-24","25-34","25-34","25-34"
-1539466786,,,,4792,"25-34","25-34","35-44","35-44"
168212708,5962,,,3277,"25-34","35-44","35-44","45-54"
-540888925,,,,5568,"35-44","45-54","45-54","55-64"
-1178295160,,,,5628,"25-34","25-34","35-44","35-44"
2061171454,,6808,,,"16-24","16-24","25-34","25-34"
1338213786,,6870,,,"25-34","35-44","35-44","45-54"
579972195,,,10347,,"16-24","16-24","25-34","25-34"
348595057,4986,,,,"16-24","25-34","25-34","25-34"
-945486048,,3935,3935,3935,"35-44","35-44","35-44","45-54"
-1031415104,2341,,,,"25-34","25-34","35-44","35-44"
1505282796,4408,,,,"35-44","35-44","45-54","45-54"
-357374302,5418,2972,2972,2972,"55-64","55-64","65-74","65-74"
487545956,,,16679,,"0-15","16-24","16-24","25-34"
-1371615679,434,,,1088,"45-54","55-64","55-64","65-74"
-213665401,,5805,,,"25-34","25-34","35-44","35-44"
1988104165,,,,5325,"16-24","25-34","25-34","25-34"
-1452048974,5649,3105,,,"25-34","25-34","25-34","35-44"
-91833383,,7650,,,"16-24","25-34","25-34","25-34"
-2000861743,4047,2418,,,"25-34","35-44","35-44","35-44"
-743975960,815,114,,114,"35-44","45-54","45-54","45-54"
-1647274640,5390,,,,"25-34","35-44","35-44","35-44"
1751250354,5574,,,,"55-64","65-74","65-74","75-84"
632133995,"1252,6387",,,,"45-54","45-54","55-64","55-64"
-1708120048,1407,,,300,"45-54","55-64","55-64","55-64"
-641462507,,6579,,,"25-34","25-34","35-44","35-44"
-382832512,,7007,,,"16-24","16-24","25-34","25-34"
-967529958,,,,5528,"35-44","35-44","45-54","45-54"
-308147093,794,3865,,1192,"35-44","35-44","45-54","45-54"
1672788939,,7479,,,"25-34","35-44","35-44","45-54"
906714359,,,,5883,"16-24","25-34","25-34","25-34"
586608766,4509,,,,"35-44","35-44","45-54","45-54"
-537247616,4992,,,,"16-24","25-34","25-34","35-44"
-286108099,,,12662,,"16-24","16-24","25-34","25-34"
1222478191,,3945,,,"25-34","35-44","35-44","45-54"
-2059150578,489,1113,,1113,"25-34","35-44","35-44","35-44"
-1860196894,,,,3614,"35-44","35-44","45-54","45-54"
279996511,2184,,,,"25-34","35-44","35-44","35-44"
-927468373,,,,4595,"16-24","25-34","25-34","35-44"
-1292712859,3730,,,,"35-44","45-54","45-54","55-64"
-1958015117,5250,,,,"16-24","16-24","25-34","25-34"
56367245,,6803,,,"35-44","35-44","45-54","45-54"
-524734566,,,,4731,"16-24","25-34","25-34","25-34"
1816357108,,,16503,,"16-24","25-34","25-34","35-44"
431375439,6376,,,,"25-34","25-34","35-44","35-44"
426008753,824,,1197,1197,"55-64","55-64","65-74","65-74"
1409984717,,5983,,5983,"16-24","16-24","25-34","25-34"
1317144679,2513,,,,"25-34","25-34","35-44","35-44"
554780424,,7035,,,"25-34","25-34","35-44","35-44"
757224022,3229,,,,"25-34","25-34","35-44","35-44"
976916554,1342,8640,,,"35-44","35-44","45-54","45-54"
872499613,,,,4242,"25-34","25-34","25-34","35-44"
57127399,458,6321,,"3522,6321","25-34","25-34","35-44","35-44"
504131876,,,15208,,"25-34","25-34","25-34","35-44"
325211129,,,,4510,"25-34","25-34","25-34","35-44"
-349553807,,7436,,,"45-54","55-64","55-64","65-74"
469285645,,,12608,,"16-24","16-24","25-34","25-34"
-982809272,,,,5949,"25-34","25-34","35-44","35-44"
-934682006,,9673,,,"25-34","35-44","35-44","35-44"
-1604461660,5734,,,3154,"25-34","35-44","35-44","45-54"
890532221,,,,4868,"35-44","35-44","45-54","45-54"
275654582,,5079,,,"35-44","45-54","45-54","55-64"
27380753,,,,5970,"25-34","25-34","35-44","35-44"
1230125779,2004,,,,"45-54","45-54","55-64","55-64"
-529104747,716,,,4463,"25-34","35-44","35-44","35-44"
-1514130261,,7884,,,"25-34","35-44","35-44","35-44"
-316331365,2610,,,,"16-24","25-34","25-34","35-44"
-1675420553,5434,,,,"45-54","45-54","55-64","55-64"
223582818,,6986,,,"45-54","45-54","45-54","55-64"
1904717529,,7556,,,"25-34","25-34","35-44","35-44"
-1143447344,,,12632,,"25-34","25-34","35-44","35-44"
-499887568,4141,,,2474,"25-34","35-44","35-44","35-44"
1924049179,6011,,,,"25-34","35-44","35-44","45-54"
-1081564460,,,,5323,"16-24","16-24","25-34","25-34"
1693876847,,9181,,,"16-24","16-24","25-34","25-34"
1330834286,,6247,,,"35-44","35-44","45-54","45-54"
1206860641,2907,1981,,,"35-44","35-44","45-54","45-54"
1206559162,,7014,,,"16-24","25-34","25-34","35-44"
-244778394,"2178,5270",,,2956,"45-54","55-64","55-64","65-74"
882879108,,8765,11447,,"16-24","25-34","25-34","35-44"
-1141456796,3719,,,,"55-64","65-74","65-74","65-74"
-2137854623,2213,,,,"25-34","25-34","35-44","35-44"
1434671560,,8505,,,"25-34","25-34","25-34","35-44"
767201880,2162,,,,"35-44","35-44","45-54","45-54"
-663879331,469,,,,"35-44","45-54","45-54","55-64"
1175653775,1651,1491,1491,1491,"25-34","35-44","35-44","35-44"
-1530792029,3552,,,,"16-24","25-34","25-34","35-44"
1571461760,,7753,,,"25-34","25-34","35-44","35-44"
2085960551,,9253,,,"25-34","35-44","35-44","45-54"
-1747204644,1255,,1297,1297,"45-54","45-54","55-64","55-64"
283112174,2041,,,,"25-34","25-34","35-44","35-44"
1069211414,,,,3695,"25-34","25-34","35-44","35-44"
381446707,,,,4297,"45-54","45-54","55-64","55-64"
749121386,1256,,,,"45-54","45-54","55-64","55-64"
1892700961,490,,,2736,"25-34","35-44","35-44","35-44"
-264037685,,7994,,,"0-15","0-15","0-15","0-15"
-899708099,,8806,,,"16-24","16-24","25-34","25-34"
721671459,561,,,,"25-34","25-34","35-44","35-44"
125649197,,9437,,,"16-24","25-34","25-34","25-34"
395696403,,,,4611,"35-44","45-54","45-54","45-54"
-1128225218,3125,,,2089,"25-34","25-34","35-44","35-44"
489413144,,6761,,,"25-34","25-34","35-44","35-44"
-1637458104,6019,,,,"25-34","25-34","35-44","35-44"
-2098890058,474,,,,"25-34","35-44","35-44","45-54"
-1894531372,3522,,,,"25-34","25-34","35-44","35-44"
1628259323,1297,,,,"35-44","35-44","35-44","45-54"
-1527423559,2260,,,,"55-64","55-64","65-74","65-74"
924301768,,7769,,,"25-34","25-34","25-34","35-44"
528947859,,8258,,,"45-54","45-54","55-64","55-64"
-2084457252,2817,,,,"25-34","35-44","35-44","35-44"
-697205097,,6742,,,"35-44","35-44","35-44","45-54"
-1959685555,,,,4411,"25-34","35-44","35-44","35-44"
-825759801,808,,,,"25-34","35-44","35-44","45-54"
-166040244,6470,3426,,3426,"16-24","25-34","25-34","35-44"
418440439,,8372,,,"16-24","16-24","25-34","25-34"
-1787685149,,,,3748,"25-34","25-34","35-44","35-44"
2114540719,,5328,,,"16-24","25-34","25-34","35-44"
-1992388557,,,12995,,"16-24","16-24","25-34","25-34"
-643202622,,9536,,,"16-24","16-24","25-34","25-34"
450688350,4145,,,,"35-44","35-44","45-54","45-54"
639748034,351,6089,,6089,"25-34","35-44","35-44","35-44"
1645408797,,,13134,,"0-15","0-15","16-24","16-24"
-334313761,,7729,,,"25-34","25-34","35-44","35-44"
852451377,,7082,7082,,"55-64","55-64","55-64","65-74"
-1892040433,6223,,,,"25-34","25-34","35-44","35-44"
1415570800,,6200,,,"35-44","45-54","45-54","55-64"
-1134346542,3617,7667,,,"35-44","35-44","45-54","45-54"
1164161977,5515,,,,"25-34","35-44","35-44","35-44"
2019884228,2673,,,,"25-34","25-34","35-44","35-44"
-1026326570,3905,,,,"25-34","25-34","35-44","35-44"
-222771312,4556,,,,"25-34","25-34","35-44","35-44"
-1084178506,127,"933,6352",6352,933,"25-34","35-44","35-44","35-44"
841160526,,,,5452,"16-24","16-24","25-34","25-34"
1565399342,2805,,,,"35-44","45-54","45-54","45-54"
144182913,,,,3702,"35-44","35-44","45-54","45-54"
902879272,,,10414,,"25-34","25-34","35-44","35-44"
659832999,,,10196,,"16-24","16-24","25-34","25-34"
-456106783,4848,,,,"25-34","25-34","35-44","35-44"
-1373107269,,,16436,,"16-24","16-24","25-34","25-34"
995121811,,9337,,,"25-34","25-34","35-44","35-44"
-1834535222,4965,,,,"55-64","55-64","65-74","65-74"
-1273525707,,2331,,,"25-34","25-34","35-44","35-44"
1060958511,,,15210,,"0-15","16-24","16-24","25-34"
-637892816,,9217,,,"45-54","45-54","55-64","55-64"
-1725353122,,,16444,,"45-54","45-54","55-64","55-64"
1716278316,4016,,,,"55-64","65-74","65-74","75-84"
-2001334511,,,10276,,"0-15","0-15","16-24","16-24"
1360261456,,,,3726,"35-44","35-44","45-54","45-54"
947836650,,9655,,,"16-24","16-24","25-34","25-34"
-787020046,,,,3659,"16-24","25-34","25-34","25-34"
-1444643571,,7389,,,"35-44","45-54","45-54","45-54"
-1030706422,,,11430,,"45-54","45-54","45-54","55-64"
2036927235,5098,,,,"25-34","25-34","35-44","35-44"
-1049783436,,8432,,,"35-44","35-44","45-54","45-54"
-937045457,4847,,,,"35-44","35-44","35-44","45-54"
2137972597,,,,4696,"25-34","25-34","25-34","35-44"
957511525,6372,,,3365,"35-44","45-54","45-54","45-54"
1987238528,2348,,,,"45-54","55-64","55-64","55-64"
1878783992,,,,5029,"45-54","55-64","55-64","55-64"
-1796830896,2409,,,,"25-34","25-34","35-44","35-44"
1625976846,1144,,,,"25-34","25-34","35-44","35-44"
930453162,4966,,,,"55-64","55-64","65-74","65-74"
127897204,,,,5235,"16-24","25-34","25-34","35-44"
1201371301,,9204,,,"16-24","25-34","25-34","25-34"
-1738253587,4524,,,,"25-34","35-44","35-44","45-54"
1723061398,,,,6031,"16-24","25-34","25-34","35-44"
-1203415566,,3847,,,"25-34","25-34","35-44","35-44"
-1654933667,,,,4752,"25-34","25-34","35-44","35-44"
2106743281,6539,,,3458,"25-34","25-34","25-34","35-44"
-1605453192,,,6326,6326,"16-24","25-34","25-34","35-44"
1917676708,4299,,,,"45-54","55-64","55-64","65-74"
-1216218572,2677,,,1854,"25-34","35-44","35-44","45-54"
1666013337,6022,,,,"35-44","35-44","45-54","45-54"
-208644868,,7609,,,"25-34","35-44","35-44","45-54"
-2003857227,3546,,,,"25-34","25-34","35-44","35-44"
-1118765198,,,,6508,"25-34","35-44","35-44","45-54"
-766144995,,,,3950,"25-34","25-34","35-44","35-44"
2126346079,5928,,,,"25-34","25-34","35-44","35-44"
1391242802,,9154,,,"25-34","35-44","35-44","45-54"
1039859534,2122,,,,"55-64","55-64","65-74","65-74"
855294115,4030,,,,"35-44","35-44","45-54","45-54"
-165108896,,,12565,,"45-54","55-64","55-64","55-64"
-110998400,5016,,,,"25-34","25-34","25-34","35-44"
-748578898,2755,,,,"35-44","35-44","35-44","45-54"
-1568565159,,,11439,,"0-15","16-24","16-24","25-34"
2026500301,,,13127,,"0-15","0-15","16-24","16-24"
-702675702,"2521,6373",,,3366,"25-34","35-44","35-44","45-54"
-1268328841,,9292,,,"16-24","16-24","25-34","25-34"
-116012035,1190,,,,"25-34","35-44","35-44","45-54"
1186888502,,,16377,,"16-24","16-24","25-34","25-34"
120929836,,,10315,,"0-15","0-15","16-24","16-24"
2100524966,,5881,,5881,"16-24","25-34","25-34","35-44"
2145814080,,4637,,4637,"16-24","25-34","25-34","35-44"
-490250307,4875,,,,"25-34","25-34","35-44","35-44"
-853493480,1228,,,,"25-34","35-44","35-44","45-54"
90524635,1201,,,,"25-34","35-44","35-44","35-44"
300577712,6434,,,,"16-24","25-34","25-34","35-44"
1749389096,,,,5938,"16-24","16-24","25-34","25-34"
-1571766535,4103,,,,"25-34","25-34","35-44","35-44"
-1394135986,5024,2859,,2859,"25-34","25-34","35-44","35-44"
-1792140269,1387,8859,,,"25-34","25-34","35-44","35-44"
-228681960,,7024,,,"25-34","25-34","35-44","35-44"
1415195551,,6772,,,"16-24","25-34","25-34","25-34"
-615597007,2670,,,,"25-34","25-34","35-44","35-44"
-1658568249,2031,,,,"45-54","45-54","45-54","55-64"
1188427754,,7941,,,"16-24","16-24","25-34","25-34"
-448530883,2459,,,,"25-34","25-34","25-34","35-44"
2136938303,1448,"1399,8696",,,"25-34","25-34","35-44","35-44"
-522192376,,,12664,,"16-24","25-34","25-34","35-44"
-1877739437,,,16446,,"16-24","16-24","25-34","25-34"
1818994360,,7699,,,"16-24","25-34","25-34","25-34"
108309212,,6663,,,"25-34","25-34","35-44","35-44"
1727159940,3857,2368,,2368,"25-34","25-34","35-44","35-44"
-1732190127,205,,,,"25-34","35-44","35-44","35-44"
1622278685,,6048,,6048,"25-34","25-34","35-44","35-44"
-2047568797,2656,,,,"25-34","35-44","35-44","45-54"
1572738406,4529,,,4431,"25-34","35-44","35-44","35-44"
-1750225412,,9088,,,"16-24","25-34","25-34","35-44"
486179304,,,,3556,"35-44","35-44","45-54","45-54"
2144203959,1417,,,,"25-34","25-34","35-44","35-44"
-6546889,3069,,,,"55-64","55-64","65-74","65-74"
-865543273,6414,,,,"25-34","25-34","25-34","35-44"
410867782,,5764,,,"45-54","45-54","45-54","55-64"
-2030845709,,,12614,,"0-15","16-24","16-24","25-34"
-1499435928,5078,,,,"25-34","25-34","35-44","35-44"
951898622,6350,,,3706,"25-34","35-44","35-44","35-44"
1034181369,,392,,,"55-64","55-64","65-74","65-74"
2119486011,,,11462,,"55-64","55-64","65-74","65-74"
-727532591,3126,,,2090,"65-74","65-74","75-84","75-84"
-2078271515,,,,5478,"16-24","25-34","25-34","25-34"
2089865367,,6255,,6255,"25-34","35-44","35-44","35-44"
1495945395,,8379,,,"16-24","16-24","25-34","25-34"
137124482,,,,5318,"16-24","16-24","25-34","25-34"
1732410347,,,,4521,"16-24","25-34","25-34","35-44"
-1564044642,3404,3676,,3676,"55-64","55-64","65-74","65-74"
1436796539,,9654,,,"16-24","16-24","25-34","25-34"
1740172217,,3586,,,"45-54","55-64","55-64","55-64"
587542420,,9271,,,"35-44","35-44","35-44","45-54"
955119425,4711,,,,"35-44","45-54","45-54","55-64"
-1083283145,,,11521,,"16-24","16-24","25-34","25-34"
-2103083655,,,,5594,"16-24","25-34","25-34","25-34"
-1746858906,2615,4979,,,"45-54","45-54","55-64","55-64"
-1253778521,,8196,,,"25-34","25-34","35-44","35-44"
-2074269616,,8493,,,"16-24","16-24","25-34","25-34"
1028481267,,,16269,,"35-44","45-54","45-54","55-64"
1022886959,,8751,,,"16-24","16-24","25-34","25-34"
995303282,,,12792,,"16-24","25-34","25-34","35-44"
-422029184,,6720,,,"25-34","25-34","25-34","35-44"
-2125052681,,,,4839,"55-64","55-64","65-74","65-74"
-505950754,2217,,,,"25-34","25-34","35-44","35-44"
-1744514946,2142,,,,"35-44","35-44","45-54","45-54"
-321323448,,8408,,,"0-15","16-24","16-24","25-34"
-1577321671,,,,337,"25-34","35-44","35-44","45-54"
-853586587,,,,4085,"55-64","65-74","65-74","75-84"
1018593708,,,15222,,"25-34","35-44","35-44","45-54"
1980905205,5715,,,,"35-44","45-54","45-54","45-54"
1301138659,1754,,,1531,"35-44","35-44","45-54","45-54"
-928522011,,,16258,,"16-24","16-24","25-34","25-34"
-1511068731,3669,,,,"55-64","55-64","65-74","65-74"
1295268922,3201,,,,"45-54","45-54","55-64","55-64"
-321050315,3314,,,,"65-74","65-74","75-84","75-84"
894236192,5917,,,,"25-34","25-34","35-44","35-44"
-795411442,,,,5448,"16-24","25-34","25-34","25-34"
-820886170,4256,,,,"45-54","55-64","55-64","55-64"
397504578,,9487,,,"0-15","16-24","16-24","25-34"
-1196159872,625,,,,"25-34","25-34","35-44","35-44"
-75455520,,,,3484,"16-24","25-34","25-34","35-44"
669894891,,,13157,,"0-15","16-24","16-24","25-34"
-60521246,1340,,,,"25-34","25-34","25-34","35-44"
431858430,,9332,,,"25-34","25-34","25-34","35-44"
-171577914,5930,3260,,,"25-34","25-34","35-44","35-44"
1509433090,,8511,,,"16-24","16-24","25-34","25-34"
801668747,2782,,,,"25-34","35-44","35-44","35-44"
1922036147,,,,4583,"16-24","25-34","25-34","35-44"
1112331804,,,,5188,"16-24","25-34","25-34","35-44"
257115718,,9336,,,"16-24","25-34","25-34","25-34"
-936256268,,,,5310,"35-44","45-54","45-54","45-54"
75628695,4129,,,,"45-54","45-54","55-64","55-64"
1922893344,4223,,,,"25-34","25-34","35-44","35-44"
1193526352,,7618,,,"25-34","25-34","35-44","35-44"
-704808802,,6688,,,"16-24","25-34","25-34","35-44"
1183829783,,9244,,,"0-15","16-24","16-24","25-34"
-374891740,,8034,,,"16-24","25-34","25-34","25-34"
1917959233,,6937,,,"16-24","16-24","25-34","25-34"
1919096755,6517,,,3448,"35-44","45-54","45-54","55-64"
-1753564200,,8920,,,"35-44","35-44","45-54","45-54"
-898961402,,9255,,,"0-15","16-24","16-24","25-34"
432373935,4884,,,,"25-34","25-34","35-44","35-44"
-1426049663,,,,6292,"25-34","25-34","35-44","35-44"
933804197,,,,4570,"16-24","25-34","25-34","25-34"
9506205,,7133,7133,5516,"25-34","25-34","35-44","35-44"
1909011785,,8684,,,"0-15","16-24","16-24","25-34"
202513239,37,,,,"25-34","25-34","35-44","35-44"
1857990986,4326,,,,"35-44","35-44","45-54","45-54"
-1695408213,3294,,,,"25-34","25-34","35-44","35-44"
1221725523,2374,,,,"65-74","65-74","65-74","75-84"
-1648835898,,,,4628,"16-24","16-24","25-34","25-34"
-518583816,2738,,,,"16-24","25-34","25-34","35-44"
-1863330864,6209,,,,"45-54","45-54","55-64","55-64"
1041521245,4214,,,,"25-34","25-34","35-44","35-44"
-1620229322,6235,,,,"35-44","35-44","45-54","45-54"
900402662,2627,,,1822,"25-34","25-34","35-44","35-44"
2069040979,121,,,,"25-34","35-44","35-44","45-54"
-555281896,,,,4663,"16-24","16-24","25-34","25-34"
-286675561,4440,,,,"45-54","55-64","55-64","65-74"
-446911123,63,,,,"35-44","35-44","45-54","45-54"
-441016831,326,,,862,"45-54","45-54","45-54","55-64"
1473116243,,,,5942,"45-54","45-54","55-64","55-64"
-1952874981,602,,,60,"35-44","35-44","35-44","45-54"
-1186440538,,6390,,6390,"16-24","25-34","25-34","35-44"
1754824837,,,5937,5937,"35-44","45-54","45-54","45-54"
-635653260,,5901,,5901,"16-24","16-24","25-34","25-34"
-738424652,,8601,,,"16-24","25-34","25-34","25-34"
229404043,714,,,,"65-74","65-74","75-84","75-84"
-78747072,2874,,,,"35-44","35-44","35-44","45-54"
-1262666111,,7700,,,"16-24","16-24","25-34","25-34"
-1159342321,,,16361,,"25-34","25-34","35-44","35-44"
-1119564453,275,,,4512,"55-64","55-64","65-74","65-74"
-1963687853,2103,,,,"35-44","35-44","35-44","45-54"
-1363369180,4309,,,,"25-34","25-34","35-44","35-44"
1152422079,,,16441,,"0-15","16-24","16-24","25-34"
-1122198824,2053,,,,"25-34","25-34","35-44","35-44"
1153714865,,,,5530,"16-24","25-34","25-34","35-44"
1341274049,,,,4010,"25-34","25-34","35-44","35-44"
-687908582,,7522,7522,,"25-34","35-44","35-44","45-54"
-2056833040,,,,2998,"25-34","25-34","35-44","35-44"
78821508,,,,5373,"25-34","25-34","35-44","35-44"
1715094944,,,,5370,"16-24","25-34","25-34","35-44"
-2141646591,3251,,,,"25-34","35-44","35-44","35-44"
735476024,4113,,,,"25-34","25-34","35-44","35-44"
1169564799,425,,,,"55-64","55-64","65-74","65-74"
385542210,,9033,,,"35-44","35-44","45-54","45-54"
689607214,,6350,,6350,"25-34","25-34","35-44","35-44"
-333265833,89,,16420,,"25-34","25-34","35-44","35-44"
1803868303,1620,,,,"35-44","45-54","45-54","45-54"
-954030232,4378,,,2606,"25-34","35-44","35-44","45-54"
-1326900858,,,,5929,"35-44","35-44","45-54","45-54"
-1401203915,6119,,,,"25-34","35-44","35-44","45-54"
981054469,,6897,,,"16-24","16-24","25-34","25-34"
838859202,,4625,4625,,"35-44","35-44","45-54","45-54"
-428635127,,,11561,,"35-44","35-44","45-54","45-54"
1190808500,5696,,,,"35-44","35-44","45-54","45-54"
691257585,4999,,,,"25-34","25-34","35-44","35-44"
1908096762,,,,5490,"16-24","25-34","25-34","25-34"
